,DBPath,correct_k,n_points,n_len1,n_len2,n_len3,n_len4,n_len5,n_len6,n_len7,KL,CH,Hartigan,CCC,Scott,Marriot,TrCovW,TraceW,Friedman,Rubin,Cindex,DB,Silhouette,Duda,PseudoT2,Beale,Ratkowsky,Ball,PtBiserial,Frey,McClain,Dunn,Hubert,SDindex,Dindex,SDbw
232,D:\Z - Saved SQL Databases\44OP-245597_JH_Winters_AHU_Reno\JobDB.mdf,55,173,6,0,0,0,0,435,,2,9,9,26,3,4,3,8,17,18,15,26,23,2,2,2,6,3,9,1,2,26,0,21,0,30
233,D:\Z - Saved SQL Databases\44OP-247050_GW23_Google_IV_14_20_21\JobDB.mdf,6,0,0,0,0,0,0,46,,5,5,5,5,3,3,5,5,6,5,5,6,5,2,2,2,5,3,6,1,2,6,0,6,0,14
234,D:\Z - Saved SQL Databases\_old_44OP-134749_ACC_JCP_Highland_Mall\JobDB.mdf,26,3,0,0,0,0,0,129,,2,10,10,15,3,3,4,10,15,10,14,19,14,2,2,2,8,3,15,1,2,16,0,11,0,30
235,D:\Z - Saved SQL Databases\44OP-260186_Seton_HL_Chiller\JobDB.mdf,13,28,4,1,0,0,0,34,,5,2,5,5,3,3,4,5,8,5,4,12,5,2,2,6,5,3,5,1,2,12,0,4,0,13
236,D:\Z - Saved SQL Databases\44OP-228664_UT_Welch_Hall_Reno\JobDB.mdf,156,141,16,0,0,0,0,843,,3,2,5,107,3,11,4,3,3,13,45,148,55,2,2,2,4,3,22,1,2,79,0,22,0,149
237,D:\Z - Saved SQL Databases\44OP-213878_TXSU_HP1\JobDB.mdf,91,162,149,33,5,0,0,792,,3,3,3,96,3,3,3,3,11,3,89,100,3,4,4,4,3,3,3,1,2,3,0,9,0,103
238,D:\Z - Saved SQL Databases\44OP-221756_ACC_Hayes_Ph2\JobDB.mdf,44,12,0,0,0,0,0,52,,5,5,5,9,12,3,3,5,30,5,34,34,34,2,2,2,5,3,5,1,2,34,0,32,0,34
239,D:\Z - Saved SQL Databases\44OP-231541_MTEM_2017\JobDB.mdf,90,106,2,0,0,0,0,743,,15,2,9,9,3,3,3,4,3,9,72,59,10,5,5,2,4,3,9,2,2,2,0,9,0,85
240,D:\Z - Saved SQL Databases\44OP-260688_HCA_NWMC_Boiler_Rep\JobDB.mdf,8,0,0,0,0,0,0,32,,8,8,8,8,3,3,3,3,16,8,6,17,9,2,2,2,3,3,8,1,2,17,0,7,0,17
241,D:\Z - Saved SQL Databases\44OP-245696_TXSU_LBJ_Student_Center_Expansion\JobDB.mdf,22,40,2,0,0,0,0,174,,8,7,7,8,3,3,3,7,9,7,16,8,7,2,2,2,6,3,9,1,2,8,0,7,0,19
242,D:\Z - Saved SQL Databases\44OP-237860_Intel_AN4_AVC_Lab\JobDB.mdf,16,1,0,0,0,0,0,31,,5,16,7,16,14,3,3,3,16,7,15,16,16,2,2,6,5,3,5,1,2,16,0,16,0,16
243,D:\Z - Saved SQL Databases\44OP-223240 GW23 Flower Child\JobDB.mdf,10,0,0,0,0,0,0,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,D:\Z - Saved SQL Databases\44OP-237617_GW23_Google_Phase_3_21_23\JobDB.mdf,39,84,2,0,0,0,0,129,,13,9,9,11,3,3,3,3,12,9,9,26,11,2,2,2,5,3,11,2,2,27,0,9,0,27
245,D:\Z - Saved SQL Databases\44OP-220099_TAMU_CT_Bldg3\JobDB.mdf,81,111,45,0,0,0,0,441,,6,2,6,22,3,3,4,6,5,6,40,11,8,2,2,2,3,3,11,1,2,2,0,6,0,42
246,D:\Z - Saved SQL Databases\44OP-234662_MTEM_AHU-9_FF\JobDB.mdf,4,3,0,0,0,0,0,50,,3,2,8,2,3,3,6,3,3,8,7,10,10,2,2,2,8,3,8,1,2,8,0,10,0,10
247,D:\Z - Saved SQL Databases\44OP-211506_TFC_SFA_DOAU_REPLACEMENT\JobDB.mdf,76,75,0,0,0,0,0,297,,11,4,4,21,3,3,3,4,3,11,37,70,11,2,2,2,4,3,11,1,2,75,0,18,0,83
248,D:\Z - Saved SQL Databases\44OP-246935_ACC_Highland_Mall_Garage\JobDB.mdf,2,0,0,0,0,0,0,14,,2,4,4,2,7,4,3,4,9,4,4,9,9,2,2,2,5,3,4,1,2,9,0,9,0,9
249,D:\Z - Saved SQL Databases\44OP-258960_Seton_Luling_RTU-5\JobDB.mdf,14,5,0,0,0,0,0,14,,2,2,8,2,7,7,4,6,7,3,7,9,9,2,2,2,5,3,2,2,2,9,0,7,0,9
250,D:\Z - Saved SQL Databases\44OP-258957_TXSU_FCS_Vivarium\JobDB.mdf,23,8,0,0,0,0,0,42,,2,2,6,8,4,3,3,6,5,10,5,15,10,2,2,2,5,3,4,1,2,13,0,8,0,15
251,D:\Z - Saved SQL Databases\44OP-214947_TFC_WPC_Elevator_DM_CO3\JobDB.mdf,9,2,1,0,0,0,0,35,,2,2,3,2,11,3,3,3,11,11,10,16,16,2,2,2,2,3,5,1,2,15,0,5,0,16
252,D:\Z - Saved SQL Databases\44OP-215972_ACC_RoundRock_OLD\JobDB.mdf,105,177,9,0,0,0,0,615,,8,6,8,32,3,3,3,4,24,8,57,29,29,2,2,2,4,3,10,1,2,2,0,29,0,96
253,D:\Z - Saved SQL Databases\44OP-259329-TFC_DROC_2018_DM\JobDB.mdf,2,0,0,0,0,0,0,18,,2,2,5,2,10,4,3,5,10,5,2,10,2,2,2,2,2,3,2,6,2,10,0,10,0,10
254,D:\Z - Saved SQL Databases\44OP-232590_ACC_Highland_Phase_II\JobDB.mdf,166,437,28,0,0,0,0,1042,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,D:\Z - Saved SQL Databases\44OP-226688 GW23 North Italia\JobDB.mdf,3,0,0,0,0,0,0,16,,3,3,3,3,13,3,3,3,14,3,14,14,14,2,2,2,3,3,4,1,2,14,0,4,0,14
